"Population","Reference Type","Author","Publication Year","Title","From Year","To Year"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Lower Mainstem Spring/Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1957","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Lower Mainstem Spring/Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Lower Mainstem Spring/Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1957","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem Spring-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem Spring-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Upper Salmon mainstem","2006","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem Spring-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1962","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem Spring-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2009","2009 Joint Staff Report: Stock Status and Fisheries for Spring Chinook salmon, Summer Chinook salmon, Sockeye, Steelhead, and Other Species, and Miscellaneous Regulations","1962","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem Spring-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem Spring-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Upper Salmon mainstem","2006","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem Spring-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1962","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem Spring-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem Spring-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Upper Salmon mainstem","2006","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Salmon River Upper Mainstem Spring-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1962","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Secesh R.","2006","2011"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1957","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2009","2009 Joint Staff Report: Stock Status and Fisheries for Spring Chinook salmon, Summer Chinook salmon, Sockeye, Steelhead, and Other Species, and Miscellaneous Regulations","1957","2011"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Secesh R.","2006","2011"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1957","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Secesh R.","2006","2011"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Secesh River Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1957","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -South Fk Mainstem","2006","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1958","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2009","2009 Joint Staff Report: Stock Status and Fisheries for Spring Chinook salmon, Summer Chinook salmon, Sockeye, Steelhead, and Other Species, and Miscellaneous Regulations","1958","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -South Fk Mainstem","2006","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1958","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -South Fk Mainstem","2006","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - South Fork Salmon River Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1958","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek Spring-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Sulphur Creek","2004","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek Spring-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek Spring-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1957","2003"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek Spring-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2009","2009 Joint Staff Report: Stock Status and Fisheries for Spring Chinook salmon, Summer Chinook salmon, Sockeye, Steelhead, and Other Species, and Miscellaneous Regulations","1957","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek Spring-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Sulphur Creek","2004","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek Spring-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek Spring-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1957","2003"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek Spring-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Sulphur Creek","2004","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek Spring-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek Spring-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1957","2003"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River Spring-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2007","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River Spring-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1979","2006"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River Spring-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2009","2009 Joint Staff Report: Stock Status and Fisheries for Spring Chinook salmon, Summer Chinook salmon, Sockeye, Steelhead, and Other Species, and Miscellaneous Regulations","1979","2011"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River Spring-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2007","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River Spring-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1979","2006"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River Spring-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2007","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River Spring-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1979","2006"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Valley Creek Spring/Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Valley Creek Spring/Summer-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Valley Cr.","2004","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Valley Creek Spring/Summer-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1957","2003"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Valley Creek Spring/Summer-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2009","2009 Joint Staff Report: Stock Status and Fisheries for Spring Chinook salmon, Summer Chinook salmon, Sockeye, Steelhead, and Other Species, and Miscellaneous Regulations","1957","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Valley Creek Spring/Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Valley Creek Spring/Summer-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Valley Cr.","2004","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Valley Creek Spring/Summer-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1957","2003"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Valley Creek Spring/Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Valley Creek Spring/Summer-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Valley Cr.","2004","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Valley Creek Spring/Summer-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1957","2003"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wallowa/Lostine Rivers Spring-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Lostine/Wallowa R.","2006","2010"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wallowa/Lostine Rivers Spring-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wallowa/Lostine Rivers Spring-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries.","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Lostine River","2006","2011"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wallowa/Lostine Rivers Spring-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1959","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wallowa/Lostine Rivers Spring-run","Catch Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Lostine/Wallowa R.","2006","2010"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wallowa/Lostine Rivers Spring-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2009","2009 Joint Staff Report: Stock Status and Fisheries for Spring Chinook salmon, Summer Chinook salmon, Sockeye, Steelhead, and Other Species, and Miscellaneous Regulations","1959","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wallowa/Lostine Rivers Spring-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Lostine/Wallowa R.","2006","2010"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wallowa/Lostine Rivers Spring-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wallowa/Lostine Rivers Spring-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1959","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wallowa/Lostine Rivers Spring-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Lostine/Wallowa R.","2006","2010"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wallowa/Lostine Rivers Spring-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wallowa/Lostine Rivers Spring-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1959","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River Spring-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River Spring-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Wenaha R.","2006","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River Spring-run","Age Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1964","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River Spring-run","Catch Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Wenaha R.","2006","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River Spring-run","Catch Reference","U.S. v Oregon Technical Advisory Committee ","2009","2009 Joint Staff Report: Stock Status and Fisheries for Spring Chinook salmon, Summer Chinook salmon, Sockeye, Steelhead, and Other Species, and Miscellaneous Regulations","1964","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River Spring-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River Spring-run","Spawner Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Wenaha R.","2006","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River Spring-run","Spawner Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1964","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River Spring-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River Spring-run","Wild-Fraction Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Wenaha R.","2006","2013"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River Spring-run","Wild-Fraction Reference","Cooney, T.D., McClure, M.M., C. Baldwin, R. Carmichael, P. Hassemer, P. Howell, H. Schaller, P. Spruell, C. Petrosky and F. Utter","2009","Current Status Reviews: Interior Columbia River Basin. Volume I: Snake River Basin ESUs/DPS ","1964","2005"
"Chinook Salmon (Snake River Spring/Summer-run ESU) - Yankee Fork Spring-run","Age Reference","Compiled by T. Cooney NWFSC from reports and data provided by ODFW, YIN Fisheries Division, WDFW, and NPT Fisheries","2011","Annual Estimates of Population Abundance: Snake River Spring/Summer Chinook ESU -Tucannon R.","2009","2014"
